O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Relatedness Tier,Index
11-3031.03,Investment Fund Managers,13-2031.00,Budget Analysts,Supplemental,15
11-3031.03,Investment Fund Managers,43-4011.00,Brokerage Clerks,Supplemental,16
11-3031.03,Investment Fund Managers,13-1161.00,Market Research Analysts and Marketing Specialists,Supplemental,17
11-3031.03,Investment Fund Managers,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Supplemental,18
11-3031.03,Investment Fund Managers,11-1011.00,Chief Executives,Supplemental,19
11-3031.03,Investment Fund Managers,15-2051.01,Business Intelligence Analysts,Supplemental,20
11-3051.00,Industrial Production Managers,11-1021.00,General and Operations Managers,Primary-Short,1
11-3051.00,Industrial Production Managers,11-3051.01,Quality Control Systems Managers,Primary-Short,2
11-3051.00,Industrial Production Managers,11-3051.04,Biomass Power Plant Managers,Primary-Short,3
11-3051.00,Industrial Production Managers,11-3051.03,Biofuels Production Managers,Primary-Short,4
11-3051.00,Industrial Production Managers,11-3071.04,Supply Chain Managers,Primary-Short,5
11-3051.00,Industrial Production Managers,11-3071.00,"Transportation, Storage, and Distribution Managers",Primary-Long,6
11-3051.00,Industrial Production Managers,11-3051.02,Geothermal Production Managers,Primary-Long,7
11-3051.00,Industrial Production Managers,11-9021.00,Construction Managers,Primary-Long,8
11-3051.00,Industrial Production Managers,13-1082.00,Project Management Specialists,Primary-Long,9
11-3051.00,Industrial Production Managers,11-3051.06,Hydroelectric Production Managers,Primary-Long,10
11-3051.00,Industrial Production Managers,17-2112.00,Industrial Engineers,Supplemental,11
11-3051.00,Industrial Production Managers,17-2112.03,Manufacturing Engineers,Supplemental,12
11-3051.00,Industrial Production Managers,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,13
11-3051.00,Industrial Production Managers,51-1011.00,First-Line Supervisors of Production and Operating Workers,Supplemental,14
11-3051.00,Industrial Production Managers,43-5061.00,"Production, Planning, and Expediting Clerks",Supplemental,15
11-3051.00,Industrial Production Managers,51-2092.00,Team Assemblers,Supplemental,16
11-3051.00,Industrial Production Managers,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Supplemental,17
11-3051.00,Industrial Production Managers,13-1081.01,Logistics Engineers,Supplemental,18
11-3051.00,Industrial Production Managers,17-2141.00,Mechanical Engineers,Supplemental,19
11-3051.00,Industrial Production Managers,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Supplemental,20
11-3051.01,Quality Control Systems Managers,19-4099.01,Quality Control Analysts,Primary-Short,1
11-3051.01,Quality Control Systems Managers,17-2112.02,Validation Engineers,Primary-Short,2
11-3051.01,Quality Control Systems Managers,17-2112.00,Industrial Engineers,Primary-Short,3
11-3051.01,Quality Control Systems Managers,11-3051.00,Industrial Production Managers,Primary-Short,4
11-3051.01,Quality Control Systems Managers,15-1253.00,Software Quality Assurance Analysts and Testers,Primary-Short,5
11-3051.01,Quality Control Systems Managers,17-2112.03,Manufacturing Engineers,Primary-Long,6
11-3051.01,Quality Control Systems Managers,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Primary-Long,7
11-3051.01,Quality Control Systems Managers,19-4031.00,Chemical Technicians,Primary-Long,8
11-3051.01,Quality Control Systems Managers,11-9199.01,Regulatory Affairs Managers,Primary-Long,9
11-3051.01,Quality Control Systems Managers,11-9199.02,Compliance Managers,Primary-Long,10
11-3051.01,Quality Control Systems Managers,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,11
11-3051.01,Quality Control Systems Managers,17-3028.00,Calibration Technologists and Technicians,Supplemental,12
11-3051.01,Quality Control Systems Managers,19-2031.00,Chemists,Supplemental,13
11-3051.01,Quality Control Systems Managers,19-4013.00,Food Science Technicians,Supplemental,14
11-3051.01,Quality Control Systems Managers,17-2141.00,Mechanical Engineers,Supplemental,15
11-3051.01,Quality Control Systems Managers,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Supplemental,16
11-3051.01,Quality Control Systems Managers,19-1012.00,Food Scientists and Technologists,Supplemental,17
11-3051.01,Quality Control Systems Managers,51-1011.00,First-Line Supervisors of Production and Operating Workers,Supplemental,18
11-3051.01,Quality Control Systems Managers,13-1082.00,Project Management Specialists,Supplemental,19
11-3051.01,Quality Control Systems Managers,11-9121.00,Natural Sciences Managers,Supplemental,20
11-3051.02,Geothermal Production Managers,11-3051.06,Hydroelectric Production Managers,Primary-Short,1
11-3051.02,Geothermal Production Managers,11-3051.04,Biomass Power Plant Managers,Primary-Short,2
11-3051.02,Geothermal Production Managers,49-9099.01,Geothermal Technicians,Primary-Short,3
11-3051.02,Geothermal Production Managers,11-3051.03,Biofuels Production Managers,Primary-Short,4
11-3051.02,Geothermal Production Managers,51-8013.00,Power Plant Operators,Primary-Short,5
11-3051.02,Geothermal Production Managers,11-9199.09,Wind Energy Operations Managers,Primary-Long,6
11-3051.02,Geothermal Production Managers,17-2199.03,"Energy Engineers, Except Wind and Solar",Primary-Long,7
11-3051.02,Geothermal Production Managers,51-8092.00,Gas Plant Operators,Primary-Long,8
11-3051.02,Geothermal Production Managers,11-3051.00,Industrial Production Managers,Primary-Long,9
11-3051.02,Geothermal Production Managers,11-3051.01,Quality Control Systems Managers,Primary-Long,10
11-3051.02,Geothermal Production Managers,51-8013.04,Hydroelectric Plant Technicians,Supplemental,11
11-3051.02,Geothermal Production Managers,51-8013.03,Biomass Plant Technicians,Supplemental,12
11-3051.02,Geothermal Production Managers,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Supplemental,13
11-3051.02,Geothermal Production Managers,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Supplemental,14
11-3051.02,Geothermal Production Managers,11-9199.10,Wind Energy Development Managers,Supplemental,15
11-3051.02,Geothermal Production Managers,51-8099.01,Biofuels Processing Technicians,Supplemental,16
11-3051.02,Geothermal Production Managers,17-2171.00,Petroleum Engineers,Supplemental,17
11-3051.02,Geothermal Production Managers,17-2051.02,Water/Wastewater Engineers,Supplemental,18
11-3051.02,Geothermal Production Managers,17-2199.10,Wind Energy Engineers,Supplemental,19
11-3051.02,Geothermal Production Managers,49-9081.00,Wind Turbine Service Technicians,Supplemental,20
11-3051.03,Biofuels Production Managers,51-8099.01,Biofuels Processing Technicians,Primary-Short,1
11-3051.03,Biofuels Production Managers,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Primary-Short,2
11-3051.03,Biofuels Production Managers,11-3051.04,Biomass Power Plant Managers,Primary-Short,3
11-3051.03,Biofuels Production Managers,11-3051.02,Geothermal Production Managers,Primary-Short,4
11-3051.03,Biofuels Production Managers,51-8013.03,Biomass Plant Technicians,Primary-Short,5
11-3051.03,Biofuels Production Managers,11-3051.06,Hydroelectric Production Managers,Primary-Long,6
11-3051.03,Biofuels Production Managers,51-8013.00,Power Plant Operators,Primary-Long,7
11-3051.03,Biofuels Production Managers,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Primary-Long,8
11-3051.03,Biofuels Production Managers,11-3051.00,Industrial Production Managers,Primary-Long,9
11-3051.03,Biofuels Production Managers,11-3051.01,Quality Control Systems Managers,Primary-Long,10
11-3051.03,Biofuels Production Managers,51-8013.04,Hydroelectric Plant Technicians,Supplemental,11
11-3051.03,Biofuels Production Managers,51-8092.00,Gas Plant Operators,Supplemental,12
11-3051.03,Biofuels Production Managers,51-8091.00,Chemical Plant and System Operators,Supplemental,13
11-3051.03,Biofuels Production Managers,17-2041.00,Chemical Engineers,Supplemental,14
11-3051.03,Biofuels Production Managers,17-2112.03,Manufacturing Engineers,Supplemental,15
11-3051.03,Biofuels Production Managers,17-2199.03,"Energy Engineers, Except Wind and Solar",Supplemental,16
11-3051.03,Biofuels Production Managers,11-9199.10,Wind Energy Development Managers,Supplemental,17
11-3051.03,Biofuels Production Managers,11-9199.09,Wind Energy Operations Managers,Supplemental,18
11-3051.03,Biofuels Production Managers,17-2112.00,Industrial Engineers,Supplemental,19
11-3051.03,Biofuels Production Managers,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Supplemental,20
11-3051.04,Biomass Power Plant Managers,51-8013.03,Biomass Plant Technicians,Primary-Short,1
11-3051.04,Biomass Power Plant Managers,11-3051.02,Geothermal Production Managers,Primary-Short,2
11-3051.04,Biomass Power Plant Managers,11-3051.03,Biofuels Production Managers,Primary-Short,3
11-3051.04,Biomass Power Plant Managers,11-3051.06,Hydroelectric Production Managers,Primary-Short,4
11-3051.04,Biomass Power Plant Managers,51-8013.04,Hydroelectric Plant Technicians,Primary-Short,5
11-3051.04,Biomass Power Plant Managers,51-8099.01,Biofuels Processing Technicians,Primary-Long,6
11-3051.04,Biomass Power Plant Managers,49-9099.01,Geothermal Technicians,Primary-Long,7
11-3051.04,Biomass Power Plant Managers,51-8092.00,Gas Plant Operators,Primary-Long,8
11-3051.04,Biomass Power Plant Managers,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Primary-Long,9
11-3051.04,Biomass Power Plant Managers,11-3051.00,Industrial Production Managers,Primary-Long,10
11-3051.04,Biomass Power Plant Managers,51-8013.00,Power Plant Operators,Supplemental,11
11-3051.04,Biomass Power Plant Managers,17-2199.03,"Energy Engineers, Except Wind and Solar",Supplemental,12
11-3051.04,Biomass Power Plant Managers,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Supplemental,13
11-3051.04,Biomass Power Plant Managers,51-8021.00,Stationary Engineers and Boiler Operators,Supplemental,14
11-3051.04,Biomass Power Plant Managers,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Supplemental,15
11-3051.04,Biomass Power Plant Managers,11-9199.09,Wind Energy Operations Managers,Supplemental,16
11-3051.04,Biomass Power Plant Managers,51-8012.00,Power Distributors and Dispatchers,Supplemental,17
11-3051.04,Biomass Power Plant Managers,51-8091.00,Chemical Plant and System Operators,Supplemental,18
11-3051.04,Biomass Power Plant Managers,49-9081.00,Wind Turbine Service Technicians,Supplemental,19
11-3051.04,Biomass Power Plant Managers,17-2112.00,Industrial Engineers,Supplemental,20
11-3051.06,Hydroelectric Production Managers,11-3051.02,Geothermal Production Managers,Primary-Short,1
11-3051.06,Hydroelectric Production Managers,51-8013.04,Hydroelectric Plant Technicians,Primary-Short,2
11-3051.06,Hydroelectric Production Managers,11-3051.04,Biomass Power Plant Managers,Primary-Short,3
11-3051.06,Hydroelectric Production Managers,51-8013.00,Power Plant Operators,Primary-Short,4
11-3051.06,Hydroelectric Production Managers,11-9199.09,Wind Energy Operations Managers,Primary-Short,5
11-3051.06,Hydroelectric Production Managers,11-3051.03,Biofuels Production Managers,Primary-Long,6
11-3051.06,Hydroelectric Production Managers,11-9199.10,Wind Energy Development Managers,Primary-Long,7
11-3051.06,Hydroelectric Production Managers,17-2199.10,Wind Energy Engineers,Primary-Long,8
11-3051.06,Hydroelectric Production Managers,49-9081.00,Wind Turbine Service Technicians,Primary-Long,9
11-3051.06,Hydroelectric Production Managers,11-3051.00,Industrial Production Managers,Primary-Long,10
11-3051.06,Hydroelectric Production Managers,49-9099.01,Geothermal Technicians,Supplemental,11
11-3051.06,Hydroelectric Production Managers,17-2199.03,"Energy Engineers, Except Wind and Solar",Supplemental,12
11-3051.06,Hydroelectric Production Managers,51-8013.03,Biomass Plant Technicians,Supplemental,13
11-3051.06,Hydroelectric Production Managers,51-8092.00,Gas Plant Operators,Supplemental,14
11-3051.06,Hydroelectric Production Managers,51-8012.00,Power Distributors and Dispatchers,Supplemental,15
11-3051.06,Hydroelectric Production Managers,17-2199.11,Solar Energy Systems Engineers,Supplemental,16
11-3051.06,Hydroelectric Production Managers,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Supplemental,17
11-3051.06,Hydroelectric Production Managers,17-2051.02,Water/Wastewater Engineers,Supplemental,18
11-3051.06,Hydroelectric Production Managers,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Supplemental,19
11-3051.06,Hydroelectric Production Managers,17-2071.00,Electrical Engineers,Supplemental,20
11-3061.00,Purchasing Managers,43-3061.00,Procurement Clerks,Primary-Short,1
11-3061.00,Purchasing Managers,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Primary-Short,2
11-3061.00,Purchasing Managers,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Primary-Short,3
11-3061.00,Purchasing Managers,13-1081.02,Logistics Analysts,Primary-Short,4
11-3061.00,Purchasing Managers,13-1081.00,Logisticians,Primary-Short,5
11-3061.00,Purchasing Managers,11-3071.04,Supply Chain Managers,Primary-Long,6
11-3061.00,Purchasing Managers,11-2022.00,Sales Managers,Primary-Long,7
11-3061.00,Purchasing Managers,11-3071.00,"Transportation, Storage, and Distribution Managers",Primary-Long,8
11-3061.00,Purchasing Managers,11-2021.00,Marketing Managers,Primary-Long,9
11-3061.00,Purchasing Managers,13-1111.00,Management Analysts,Primary-Long,10
11-3061.00,Purchasing Managers,11-1021.00,General and Operations Managers,Supplemental,11
11-3061.00,Purchasing Managers,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Supplemental,12
11-3061.00,Purchasing Managers,11-3051.00,Industrial Production Managers,Supplemental,13
11-3061.00,Purchasing Managers,43-5061.00,"Production, Planning, and Expediting Clerks",Supplemental,14
