O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Relatedness Tier,Index
25-1052.00,"Chemistry Teachers, Postsecondary",25-1054.00,"Physics Teachers, Postsecondary",Primary-Short,2
25-1052.00,"Chemistry Teachers, Postsecondary",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Primary-Short,3
25-1052.00,"Chemistry Teachers, Postsecondary",25-1053.00,"Environmental Science Teachers, Postsecondary",Primary-Short,4
25-1052.00,"Chemistry Teachers, Postsecondary",25-1022.00,"Mathematical Science Teachers, Postsecondary",Primary-Short,5
25-1052.00,"Chemistry Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Primary-Long,6
25-1052.00,"Chemistry Teachers, Postsecondary",25-1032.00,"Engineering Teachers, Postsecondary",Primary-Long,7
25-1052.00,"Chemistry Teachers, Postsecondary",19-1021.00,Biochemists and Biophysicists,Primary-Long,8
25-1052.00,"Chemistry Teachers, Postsecondary",25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Primary-Long,9
25-1052.00,"Chemistry Teachers, Postsecondary",19-2031.00,Chemists,Primary-Long,10
25-1052.00,"Chemistry Teachers, Postsecondary",19-1029.02,Molecular and Cellular Biologists,Supplemental,11
25-1052.00,"Chemistry Teachers, Postsecondary",25-1071.00,"Health Specialties Teachers, Postsecondary",Supplemental,12
25-1052.00,"Chemistry Teachers, Postsecondary",19-4031.00,Chemical Technicians,Supplemental,13
25-1052.00,"Chemistry Teachers, Postsecondary",11-9121.00,Natural Sciences Managers,Supplemental,14
25-1052.00,"Chemistry Teachers, Postsecondary",25-3041.00,Tutors,Supplemental,15
25-1052.00,"Chemistry Teachers, Postsecondary",25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Supplemental,16
25-1052.00,"Chemistry Teachers, Postsecondary",17-2031.00,Bioengineers and Biomedical Engineers,Supplemental,17
25-1052.00,"Chemistry Teachers, Postsecondary",25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Supplemental,18
25-1052.00,"Chemistry Teachers, Postsecondary",19-4021.00,Biological Technicians,Supplemental,19
25-1052.00,"Chemistry Teachers, Postsecondary",25-2023.00,"Career/Technical Education Teachers, Middle School",Supplemental,20
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Primary-Short,1
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Primary-Short,2
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Primary-Short,3
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1042.00,"Biological Science Teachers, Postsecondary",Primary-Short,4
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1052.00,"Chemistry Teachers, Postsecondary",Primary-Short,5
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Primary-Long,6
25-1053.00,"Environmental Science Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Primary-Long,7
25-1053.00,"Environmental Science Teachers, Postsecondary",19-2041.00,"Environmental Scientists and Specialists, Including Health",Primary-Long,8
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",Primary-Long,9
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1054.00,"Physics Teachers, Postsecondary",Primary-Long,10
25-1053.00,"Environmental Science Teachers, Postsecondary",11-9121.00,Natural Sciences Managers,Supplemental,11
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1032.00,"Engineering Teachers, Postsecondary",Supplemental,12
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Supplemental,13
25-1053.00,"Environmental Science Teachers, Postsecondary",25-2023.00,"Career/Technical Education Teachers, Middle School",Supplemental,14
25-1053.00,"Environmental Science Teachers, Postsecondary",19-1029.04,Biologists,Supplemental,15
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1063.00,"Economics Teachers, Postsecondary",Supplemental,16
25-1053.00,"Environmental Science Teachers, Postsecondary",19-1031.00,Conservation Scientists,Supplemental,17
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1071.00,"Health Specialties Teachers, Postsecondary",Supplemental,18
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1022.00,"Mathematical Science Teachers, Postsecondary",Supplemental,19
25-1053.00,"Environmental Science Teachers, Postsecondary",25-1194.00,"Career/Technical Education Teachers, Postsecondary",Supplemental,20
25-1054.00,"Physics Teachers, Postsecondary",25-1022.00,"Mathematical Science Teachers, Postsecondary",Primary-Short,1
25-1054.00,"Physics Teachers, Postsecondary",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Primary-Short,2
25-1054.00,"Physics Teachers, Postsecondary",25-1052.00,"Chemistry Teachers, Postsecondary",Primary-Short,3
25-1054.00,"Physics Teachers, Postsecondary",25-1032.00,"Engineering Teachers, Postsecondary",Primary-Short,4
25-1054.00,"Physics Teachers, Postsecondary",25-1042.00,"Biological Science Teachers, Postsecondary",Primary-Short,5
25-1054.00,"Physics Teachers, Postsecondary",19-2012.00,Physicists,Primary-Long,6
25-1054.00,"Physics Teachers, Postsecondary",25-1053.00,"Environmental Science Teachers, Postsecondary",Primary-Long,7
25-1054.00,"Physics Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Primary-Long,8
25-1054.00,"Physics Teachers, Postsecondary",25-1021.00,"Computer Science Teachers, Postsecondary",Primary-Long,9
25-1054.00,"Physics Teachers, Postsecondary",25-1194.00,"Career/Technical Education Teachers, Postsecondary",Primary-Long,10
25-1054.00,"Physics Teachers, Postsecondary",25-3041.00,Tutors,Supplemental,11
25-1054.00,"Physics Teachers, Postsecondary",19-2011.00,Astronomers,Supplemental,12
25-1054.00,"Physics Teachers, Postsecondary",15-2021.00,Mathematicians,Supplemental,13
25-1054.00,"Physics Teachers, Postsecondary",17-3026.01,Nanotechnology Engineering Technologists and Technicians,Supplemental,14
25-1054.00,"Physics Teachers, Postsecondary",25-2023.00,"Career/Technical Education Teachers, Middle School",Supplemental,15
25-1054.00,"Physics Teachers, Postsecondary",19-1029.02,Molecular and Cellular Biologists,Supplemental,16
25-1054.00,"Physics Teachers, Postsecondary",17-2031.00,Bioengineers and Biomedical Engineers,Supplemental,17
25-1054.00,"Physics Teachers, Postsecondary",17-2199.09,Nanosystems Engineers,Supplemental,18
25-1054.00,"Physics Teachers, Postsecondary",15-1221.00,Computer and Information Research Scientists,Supplemental,19
25-1054.00,"Physics Teachers, Postsecondary",19-1021.00,Biochemists and Biophysicists,Supplemental,20
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",Primary-Short,1
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Primary-Short,2
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",Primary-Short,3
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Primary-Short,4
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",Primary-Short,5
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1123.00,"English Language and Literature Teachers, Postsecondary",Primary-Long,6
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",Primary-Long,7
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1065.00,"Political Science Teachers, Postsecondary",Primary-Long,8
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Primary-Long,9
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",Primary-Long,10
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Supplemental,11
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",19-3091.00,Anthropologists and Archeologists,Supplemental,12
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Supplemental,13
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Supplemental,14
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Supplemental,15
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary",Supplemental,16
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1042.00,"Biological Science Teachers, Postsecondary",Supplemental,17
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1053.00,"Environmental Science Teachers, Postsecondary",Supplemental,18
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Supplemental,19
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",25-2021.00,"Elementary School Teachers, Except Special Education",Supplemental,20
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",Primary-Short,1
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Primary-Short,2
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",Primary-Short,3
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1123.00,"English Language and Literature Teachers, Postsecondary",Primary-Short,4
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Primary-Short,5
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1065.00,"Political Science Teachers, Postsecondary",Primary-Long,6
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Primary-Long,7
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Primary-Long,8
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",Primary-Long,9
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary",Primary-Long,10
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Supplemental,11
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Supplemental,12
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Supplemental,13
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Supplemental,14
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",Supplemental,15
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Supplemental,16
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",Supplemental,17
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",Supplemental,18
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-2021.00,"Elementary School Teachers, Except Special Education",Supplemental,19
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1112.00,"Law Teachers, Postsecondary",Supplemental,20
25-1063.00,"Economics Teachers, Postsecondary",25-1011.00,"Business Teachers, Postsecondary",Primary-Short,1
25-1063.00,"Economics Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",Primary-Short,2
25-1063.00,"Economics Teachers, Postsecondary",25-1065.00,"Political Science Teachers, Postsecondary",Primary-Short,3
25-1063.00,"Economics Teachers, Postsecondary",19-3011.00,Economists,Primary-Short,4
25-1063.00,"Economics Teachers, Postsecondary",25-1022.00,"Mathematical Science Teachers, Postsecondary",Primary-Short,5
25-1063.00,"Economics Teachers, Postsecondary",25-1112.00,"Law Teachers, Postsecondary",Primary-Long,6
25-1063.00,"Economics Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Primary-Long,7
25-1063.00,"Economics Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Primary-Long,8
25-1063.00,"Economics Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",Primary-Long,9
25-1063.00,"Economics Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",Primary-Long,10
25-1063.00,"Economics Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Supplemental,11
25-1063.00,"Economics Teachers, Postsecondary",25-1053.00,"Environmental Science Teachers, Postsecondary",Supplemental,12
25-1063.00,"Economics Teachers, Postsecondary",25-2023.00,"Career/Technical Education Teachers, Middle School",Supplemental,13
25-1063.00,"Economics Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",Supplemental,14
25-1063.00,"Economics Teachers, Postsecondary",25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Supplemental,15
25-1063.00,"Economics Teachers, Postsecondary",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Supplemental,16
25-1063.00,"Economics Teachers, Postsecondary",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Supplemental,17
25-1063.00,"Economics Teachers, Postsecondary",25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Supplemental,18
25-1063.00,"Economics Teachers, Postsecondary",19-3011.01,Environmental Economists,Supplemental,19
25-1063.00,"Economics Teachers, Postsecondary",11-9033.00,"Education Administrators, Postsecondary",Supplemental,20
25-1064.00,"Geography Teachers, Postsecondary",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Primary-Short,1
25-1064.00,"Geography Teachers, Postsecondary",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Primary-Short,2
25-1064.00,"Geography Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",Primary-Short,3
25-1064.00,"Geography Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",Primary-Short,4
25-1064.00,"Geography Teachers, Postsecondary",19-3092.00,Geographers,Primary-Short,5
25-1064.00,"Geography Teachers, Postsecondary",25-1053.00,"Environmental Science Teachers, Postsecondary",Primary-Long,6
25-1064.00,"Geography Teachers, Postsecondary",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Primary-Long,7
25-1064.00,"Geography Teachers, Postsecondary",25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Primary-Long,8
25-1064.00,"Geography Teachers, Postsecondary",25-1065.00,"Political Science Teachers, Postsecondary",Primary-Long,9
25-1064.00,"Geography Teachers, Postsecondary",25-1022.00,"Mathematical Science Teachers, Postsecondary",Primary-Long,10
25-1064.00,"Geography Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Supplemental,11
25-1064.00,"Geography Teachers, Postsecondary",25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Supplemental,12
25-1064.00,"Geography Teachers, Postsecondary",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Supplemental,13
25-1064.00,"Geography Teachers, Postsecondary",25-1063.00,"Economics Teachers, Postsecondary",Supplemental,14
25-1064.00,"Geography Teachers, Postsecondary",25-1042.00,"Biological Science Teachers, Postsecondary",Supplemental,15
25-1064.00,"Geography Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",Supplemental,16
25-1064.00,"Geography Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Supplemental,17
25-1064.00,"Geography Teachers, Postsecondary",25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Supplemental,18
25-1064.00,"Geography Teachers, Postsecondary",25-2021.00,"Elementary School Teachers, Except Special Education",Supplemental,19
25-1064.00,"Geography Teachers, Postsecondary",25-2056.00,"Special Education Teachers, Elementary School",Supplemental,20
25-1065.00,"Political Science Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",Primary-Short,1
25-1065.00,"Political Science Teachers, Postsecondary",25-1112.00,"Law Teachers, Postsecondary",Primary-Short,2
25-1065.00,"Political Science Teachers, Postsecondary",19-3094.00,Political Scientists,Primary-Short,3
25-1065.00,"Political Science Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",Primary-Short,4
25-1065.00,"Political Science Teachers, Postsecondary",25-1063.00,"Economics Teachers, Postsecondary",Primary-Short,5
25-1065.00,"Political Science Teachers, Postsecondary",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Primary-Long,6
25-1065.00,"Political Science Teachers, Postsecondary",25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Primary-Long,7
25-1065.00,"Political Science Teachers, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary",Primary-Long,8
25-1065.00,"Political Science Teachers, Postsecondary",25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Primary-Long,9
25-1065.00,"Political Science Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Primary-Long,10
25-1065.00,"Political Science Teachers, Postsecondary",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Supplemental,11
25-1065.00,"Political Science Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",Supplemental,12
25-1065.00,"Political Science Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",Supplemental,13
25-1065.00,"Political Science Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",Supplemental,14
25-1065.00,"Political Science Teachers, Postsecondary",25-1011.00,"Business Teachers, Postsecondary",Supplemental,15
25-1065.00,"Political Science Teachers, Postsecondary",19-3041.00,Sociologists,Supplemental,16
25-1065.00,"Political Science Teachers, Postsecondary",25-1123.00,"English Language and Literature Teachers, Postsecondary",Supplemental,17
25-1065.00,"Political Science Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",Supplemental,18
25-1065.00,"Political Science Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Supplemental,19
25-1065.00,"Political Science Teachers, Postsecondary",25-2056.00,"Special Education Teachers, Elementary School",Supplemental,20
25-1066.00,"Psychology Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",Primary-Short,1
25-1066.00,"Psychology Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Primary-Short,2
25-1066.00,"Psychology Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",Primary-Short,3
25-1066.00,"Psychology Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Primary-Short,4
25-1066.00,"Psychology Teachers, Postsecondary",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Primary-Short,5
25-1066.00,"Psychology Teachers, Postsecondary",25-1071.00,"Health Specialties Teachers, Postsecondary",Primary-Long,6
25-1066.00,"Psychology Teachers, Postsecondary",25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Primary-Long,7
25-1066.00,"Psychology Teachers, Postsecondary",25-1022.00,"Mathematical Science Teachers, Postsecondary",Primary-Long,8
25-1066.00,"Psychology Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Primary-Long,9
25-1066.00,"Psychology Teachers, Postsecondary",25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Primary-Long,10
25-1066.00,"Psychology Teachers, Postsecondary",19-3034.00,School Psychologists,Supplemental,11
25-1066.00,"Psychology Teachers, Postsecondary",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Supplemental,12
25-1066.00,"Psychology Teachers, Postsecondary",25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Supplemental,13
25-1066.00,"Psychology Teachers, Postsecondary",25-3041.00,Tutors,Supplemental,14
25-1066.00,"Psychology Teachers, Postsecondary",25-1042.00,"Biological Science Teachers, Postsecondary",Supplemental,15
25-1066.00,"Psychology Teachers, Postsecondary",25-2055.00,"Special Education Teachers, Kindergarten",Supplemental,16
25-1066.00,"Psychology Teachers, Postsecondary",25-1063.00,"Economics Teachers, Postsecondary",Supplemental,17
25-1066.00,"Psychology Teachers, Postsecondary",25-2021.00,"Elementary School Teachers, Except Special Education",Supplemental,18
25-1066.00,"Psychology Teachers, Postsecondary",25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Supplemental,19
25-1066.00,"Psychology Teachers, Postsecondary",25-2056.00,"Special Education Teachers, Elementary School",Supplemental,20
25-1067.00,"Sociology Teachers, Postsecondary",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Primary-Short,1
25-1067.00,"Sociology Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",Primary-Short,2
25-1067.00,"Sociology Teachers, Postsecondary",25-1065.00,"Political Science Teachers, Postsecondary",Primary-Short,3
25-1067.00,"Sociology Teachers, Postsecondary",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Primary-Short,4
25-1067.00,"Sociology Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",Primary-Short,5
25-1067.00,"Sociology Teachers, Postsecondary",25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Primary-Long,6
25-1067.00,"Sociology Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Primary-Long,7
25-1067.00,"Sociology Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",Primary-Long,8
25-1067.00,"Sociology Teachers, Postsecondary",25-1063.00,"Economics Teachers, Postsecondary",Primary-Long,9
25-1067.00,"Sociology Teachers, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary",Primary-Long,10
25-1067.00,"Sociology Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Supplemental,11
25-1067.00,"Sociology Teachers, Postsecondary",25-1123.00,"English Language and Literature Teachers, Postsecondary",Supplemental,12
25-1067.00,"Sociology Teachers, Postsecondary",25-1112.00,"Law Teachers, Postsecondary",Supplemental,13
25-1067.00,"Sociology Teachers, Postsecondary",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Supplemental,14
25-1067.00,"Sociology Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",Supplemental,15
25-1067.00,"Sociology Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",Supplemental,16
25-1067.00,"Sociology Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Supplemental,17
25-1067.00,"Sociology Teachers, Postsecondary",19-3041.00,Sociologists,Supplemental,18
25-1067.00,"Sociology Teachers, Postsecondary",25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Supplemental,19
25-1067.00,"Sociology Teachers, Postsecondary",25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Supplemental,20
25-1071.00,"Health Specialties Teachers, Postsecondary",25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Primary-Short,1
25-1071.00,"Health Specialties Teachers, Postsecondary",25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Primary-Short,2
25-1071.00,"Health Specialties Teachers, Postsecondary",25-1042.00,"Biological Science Teachers, Postsecondary",Primary-Short,3
25-1071.00,"Health Specialties Teachers, Postsecondary",29-1141.04,Clinical Nurse Specialists,Primary-Short,4
25-1071.00,"Health Specialties Teachers, Postsecondary",21-1091.00,Health Education Specialists,Primary-Short,5
25-1071.00,"Health Specialties Teachers, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Primary-Long,6
25-1071.00,"Health Specialties Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",Primary-Long,7
25-1071.00,"Health Specialties Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Primary-Long,8
25-1071.00,"Health Specialties Teachers, Postsecondary",25-1194.00,"Career/Technical Education Teachers, Postsecondary",Primary-Long,9
25-1071.00,"Health Specialties Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",Primary-Long,10
25-1071.00,"Health Specialties Teachers, Postsecondary",11-9111.00,Medical and Health Services Managers,Supplemental,11
25-1071.00,"Health Specialties Teachers, Postsecondary",25-2055.00,"Special Education Teachers, Kindergarten",Supplemental,12
25-1071.00,"Health Specialties Teachers, Postsecondary",29-1229.05,Preventive Medicine Physicians,Supplemental,13
25-1071.00,"Health Specialties Teachers, Postsecondary",11-9121.01,Clinical Research Coordinators,Supplemental,14
25-1071.00,"Health Specialties Teachers, Postsecondary",15-1211.01,Health Informatics Specialists,Supplemental,15
25-1071.00,"Health Specialties Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Supplemental,16
25-1071.00,"Health Specialties Teachers, Postsecondary",29-1141.02,Advanced Practice Psychiatric Nurses,Supplemental,17
25-1071.00,"Health Specialties Teachers, Postsecondary",25-2058.00,"Special Education Teachers, Secondary School",Supplemental,18
25-1071.00,"Health Specialties Teachers, Postsecondary",25-2056.00,"Special Education Teachers, Elementary School",Supplemental,19
25-1071.00,"Health Specialties Teachers, Postsecondary",25-9043.00,"Teaching Assistants, Special Education",Supplemental,20
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-1071.00,"Health Specialties Teachers, Postsecondary",Primary-Short,1
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",29-1141.04,Clinical Nurse Specialists,Primary-Short,2
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",21-1091.00,Health Education Specialists,Primary-Short,3
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",29-1141.00,Registered Nurses,Primary-Short,4
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",15-1211.01,Health Informatics Specialists,Primary-Short,5
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",29-1171.00,Nurse Practitioners,Primary-Long,6
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",29-1141.01,Acute Care Nurses,Primary-Long,7
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",29-1141.03,Critical Care Nurses,Primary-Long,8
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",29-1141.02,Advanced Practice Psychiatric Nurses,Primary-Long,9
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",29-2061.00,Licensed Practical and Licensed Vocational Nurses,Primary-Long,10
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",29-1161.00,Nurse Midwives,Supplemental,11
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",Supplemental,12
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",11-9111.00,Medical and Health Services Managers,Supplemental,13
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",Supplemental,14
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-9044.00,"Teaching Assistants, Postsecondary",Supplemental,15
